Date,Open,High,Low,Close,Adj Close,Volume,fear-greed
2021-05-17,8.33589189522938,8.336371290825594,8.329341960050856,8.334301081262666,8.334301081262666,22.140343978114135,0.35600000000000004
2021-05-18,8.334937218409118,8.335707261950997,8.325303663472825,8.32574937176366,8.32574937176366,22.204449835136742,0.3483
2021-05-19,8.318608144996096,8.323105931587074,8.309531650911344,8.322802334948925,8.322802334948925,22.16958464004614,0.3187
2021-05-20,8.32432910853425,8.336582124025842,8.32432910853425,8.333299227162373,8.333299227162373,22.10426620985652,0.3337
2021-05-21,8.3355777524499,8.340389236186368,8.331518871952172,8.332515227662338,8.332515227662338,22.10837199267979,0.297
2021-05-24,8.335949491026309,8.345341439127132,8.335949491026309,8.342375364218611,8.342375364218611,22.02748208730208,0.2987
2021-05-25,8.34449080761656,8.346267238634173,8.33890828107887,8.340248326150899,8.340248326150899,22.15411521641477,0.266
2021-05-26,8.341073923104007,8.343698926377796,8.339288234259113,8.342122936520067,8.342122936520067,22.209606870458586,0.2893
2021-05-27,8.3435395454446,8.346257738097103,8.342549234716465,8.343287295278255,8.343287295278255,22.580549279250988,0.2987
2021-05-28,8.345638270512273,8.347438704358208,8.34392726615581,8.344055698886498,8.344055698886498,22.2599717534295,0.3193
2021-06-01,8.34700256118568,8.351166969656187,8.342503996406213,8.343563361265357,8.343563361265357,22.347527335326586,0.35
2021-06-02,8.344699936062343,8.347204104270132,8.34266598429213,8.345008906540485,8.345008906540485,22.486912141999497,0.4207
2021-06-03,8.341035839004412,8.344122347346781,8.335414729307162,8.341374468728741,8.341374468728741,22.443881909858572,0.41600000000000004
2021-06-04,8.344516922048495,8.351008774647072,8.344516922048495,8.350167684114622,8.350167684114622,22.143910899100973,0.4277
2021-06-07,8.35003761012519,8.350746521671091,8.346798661514033,8.349370816310016,8.349370816310016,22.222201147160174,0.43729999999999997
2021-06-08,8.35109375568926,8.351785442559624,8.345077811456948,8.349545784465391,8.349545784465391,22.262199736909217,0.45899999999999996
2021-06-09,8.350900145214824,8.35186793816701,8.347528849300112,8.347720684014615,8.347720684014615,22.27364565013913,0.46630000000000005
2021-06-10,8.349853261570843,8.35484841954626,8.347907855157025,8.352361041611177,8.352361041611177,22.206734548542453,0.4987
2021-06-11,8.35323791376858,8.354528341346104,8.35072529854545,8.354307121920527,8.354307121920527,22.0622091231735,0.525
2021-06-14,8.354511909585623,8.356223612525293,8.35115509436907,8.356120251816575,8.356120251816575,22.146663286258697,0.541
2021-06-15,8.356150767854247,8.356592457768619,8.352165257622941,8.354107005470706,8.354107005470706,22.12172095565992,0.5186999999999999
2021-06-16,8.354643700789712,8.355354062970477,8.343660942119884,8.348703577584168,8.348703577584168,22.23582934703775,0.447
2021-06-17,8.347915026654718,8.350734756733166,8.342137129998349,8.348267870220715,8.348267870220715,22.393362253164124,0.4277
2021-06-18,8.344214997582455,8.344214997582455,8.334567564960288,8.335059663818685,8.335059663818685,22.64268679639361,0.318
2021-06-21,8.336725890988383,8.3493046322556,8.336725890988383,8.348961513804626,8.348961513804626,22.14128897454963,0.3343
2021-06-22,8.348918875713101,8.356282343262317,8.347180375000036,8.354071713694795,8.354071713694795,22.065710186486566,0.3237
2021-06-23,8.354737793907615,8.356460923160348,8.352891538700993,8.352988098496526,8.352988098496526,22.039767900248254,0.3383
2021-06-24,8.356547850324157,8.359902871275493,8.356547850324157,8.358781166294566,8.358781166294566,22.062641531814144,0.37229999999999996
2021-06-25,8.360644684671303,8.363370485143523,8.359874869696203,8.362105451591614,8.362105451591614,22.716802207883,0.4183
2021-06-28,8.363085821197979,8.364773710766269,8.360696075964967,8.364417201035943,8.364417201035943,22.145865608398907,0.4153
2021-06-29,8.365022873595807,8.366723732131998,8.363585040174979,8.364694434173664,8.364694434173664,22.033529224553163,0.4003
2021-06-30,8.364426530606197,8.367167698973878,8.363799549182446,8.366021403614498,8.366021403614498,22.173951833651092,0.3797
2021-07-01,8.366772541811489,8.371394902843821,8.366772541811489,8.371228236600496,8.371228236600496,22.055164728747975,0.3907
2021-07-02,8.372768417379332,8.379408233947638,8.372768417379332,8.378698609662726,8.378698609662726,21.894459218705272,0.386
2021-07-06,8.379644588812088,8.379644588812088,8.369938374390086,8.376675172271435,8.376675172271435,22.184103968335513,0.3307
2021-07-07,8.378393032472829,8.38088764187424,8.373505261411585,8.380027748264434,8.380027748264434,22.118861803938955,0.3233
2021-07-08,8.371489692470517,8.373756879853838,8.364128282603321,8.371431848141116,8.371431848141116,22.192866804422728,0.2687
2021-07-09,8.373410549899397,8.383113099176468,8.373410549899397,8.382644093605425,8.382644093605425,21.98488093830527,0.3153
2021-07-12,8.383298339891388,8.386555932636076,8.38138029188301,8.38608853937347,8.38608853937347,21.94246020355384,0.3307
2021-07-13,8.385276454354967,8.387851892006031,8.382042184352617,8.382566332916586,8.382566332916586,22.030362758323985,0.30329999999999996
2021-07-14,8.385057364715003,8.388150037455768,8.380997650419319,8.383730323229576,8.383730323229576,22.111151431632397,0.2963
2021-07-15,8.382522869207575,8.382522869207575,8.37602130045243,8.38046349771081,8.38046349771081,22.08558251760729,0.268
2021-07-16,8.382158996041966,8.383910874912539,8.371827427507379,8.372897824520496,8.372897824520496,22.105978792733502,0.2263
2021-07-19,8.36576544491913,8.36576544491913,8.350933127372748,8.35690476881094,8.35690476881094,22.363748825404727,0.1381
2021-07-20,8.358457651930172,8.375131771329995,8.357740099710687,8.371950068254163,8.371950068254163,22.21353049804697,0.2064
2021-07-21,8.373814589853442,8.380387918704203,8.373814589853442,8.38015621945797,8.38015621945797,22.0609685144608,0.2447
2021-07-22,8.380747847535101,8.382717379754128,8.378174786025495,8.382170397026206,8.382170397026206,21.934700730801246,0.252
2021-07-23,8.385306204943088,8.393030387799708,8.385306204943088,8.392262430313645,8.392262430313645,22.236208267603267,0.2913
2021-07-26,8.391761496780456,8.3947385061832,8.39082469992563,8.39464125867934,8.39464125867934,22.17619729713241,0.307
2021-07-27,8.393302012610242,8.393302012610242,8.383321115765842,8.38991874570947,8.38991874570947,22.1682889063622,0.2737
2021-07-28,8.390257188812344,8.39309606209899,8.3866310469225,8.38973250879439,8.38973250879439,22.161984228168702,0.2747
2021-07-29,8.390402422514134,8.396373849182709,8.390402422514134,8.393928889054068,8.393928889054068,22.120648495298965,0.3043
2021-07-30,8.38847763935119,8.392366658469392,8.387232536648312,8.388509405139152,8.388509405139152,22.098686291100485,0.2647
2021-08-02,8.39114455887577,8.39461421314111,8.386129621745914,8.386665319418668,8.386665319418668,22.038088363899483,0.2437
2021-08-03,8.387936132939151,8.394978107516865,8.383433201236713,8.394833426521377,8.394833426521377,22.100819610431145,0.298
2021-08-04,8.393204735850931,8.39325448083054,8.389639321857668,8.390191327801007,8.390191327801007,22.172713385306203,0.2733
2021-08-05,8.391598190902261,8.396326352989695,8.391598190902261,8.39617745819164,8.39617745819164,22.05018432775069,0.32530000000000003
2021-08-06,8.39617062458963,8.398819441771915,8.39617062458963,8.397850945217156,8.397850945217156,21.962181950420234,0.32530000000000003
2021-08-09,8.398132594420318,8.398497520196397,8.395192828056041,8.396910806960808,8.396910806960808,21.96143135084745,0.32
2021-08-10,8.397686429786532,8.39980731809139,8.396387293171086,8.397902770224913,8.397902770224913,22.080803149591794,0.3427
2021-08-11,8.399125654844088,8.400758233510997,8.397828387846197,8.399177413833803,8.399177413833803,21.985288657799796,0.35600000000000004
2021-08-12,8.400002997572539,8.403524932835756,8.397724727434092,8.403314292269357,8.403314292269357,21.939753009200903,0.3897
2021-08-13,8.404212570527786,8.40500276429752,8.403311994127597,8.404919948933452,8.404919948933452,21.827353110826305,0.4143
2021-08-16,8.403498017085335,8.407659483564524,8.398107843275204,8.407536786276994,8.407536786276994,21.938368474555784,0.4677
2021-08-17,8.403603378268327,8.403603378268327,8.393630251828624,8.400452629773078,8.400452629773078,22.06794622360646,0.36729999999999996
2021-08-18,8.398846483743034,8.401854127276227,8.38903927848162,8.389648419060167,8.389648419060167,22.04651123392101,0.2059
2021-08-19,8.38558906987541,8.393806704950089,8.382227623532422,8.3909040371452,8.3909040371452,22.204508949154047,0.1911
2021-08-20,8.391983660667584,8.399613906973821,8.391130933441936,8.399010808453207,8.399010808453207,22.018707817768075,0.2443
2021-08-23,8.400949229566978,8.409803926529317,8.400949229566978,8.40749657403262,8.40749657403262,21.997658893846047,0.2817
2021-08-24,8.408582934920162,8.410456186296598,8.408110152459228,8.408990859502872,8.408990859502872,22.104351657387994,0.3397
2021-08-25,8.409930911954214,8.41243470804227,8.408863863470865,8.411208023238364,8.411208023238364,21.96010265518182,0.389
2021-08-26,8.410665328006404,8.411143527760192,8.405141502901648,8.405367376233981,8.405367376233981,21.906213146884895,0.3373
2021-08-27,8.406283998650132,8.415012077904155,8.406283998650132,8.414134495024735,8.414134495024735,21.926598436685115,0.44770000000000004
2021-08-30,8.415107256379008,8.420320962169543,8.415107256379008,8.418430868410105,8.418430868410105,21.87657462284914,0.47869999999999996
2021-08-31,8.41864276768696,8.419004703332202,8.41555901425788,8.417081139728436,8.417081139728436,22.179718057591092,0.47229999999999994
2021-09-01,8.418433024274814,8.420265874672399,8.416935195630163,8.417392710909295,8.417392710909295,22.12379342367349,0.4313
2021-09-02,8.419686196081802,8.422189985974835,8.417518736376964,8.42023069024926,8.42023069024926,22.041278680917564,0.44170000000000004
2021-09-03,8.419231883287226,8.421221836052267,8.41677594977501,8.419895676841556,8.419895676841556,21.89187982171121,0.4407
2021-09-07,8.41988459031634,8.41988459031634,8.414938957377482,8.41649507545168,8.41649507545168,22.064290828880345,0.41700000000000004
2021-09-08,8.416065890548015,8.416884347675738,8.41070986682487,8.41517593067475,8.41517593067475,22.045256316332086,0.3857
2021-09-09,8.414943392354632,8.418675852687016,8.410291449616832,8.41056070829651,8.41056070829651,22.041118068018438,0.33799999999999997
2021-09-10,8.413591111442665,8.4165924887086,8.402603586484105,8.402809887694676,8.402809887694676,22.010617930484706,0.20600000000000002
2021-09-13,8.406442633007218,8.410496279706642,8.399917570948302,8.405083278729064,8.405083278729064,22.08788191307851,0.2827
2021-09-14,8.407452000847831,8.408868325472863,8.397612031313558,8.399321357872125,8.399321357872125,22.023582832030314,0.248
2021-09-15,8.400320044419965,8.409133506763151,8.398267779864097,8.407757761296384,8.407757761296384,22.117533328268653,0.312
2021-09-16,8.406951860322776,8.408910659086667,8.399490108618226,8.406205763226609,8.406205763226609,22.10569272929078,0.315
2021-09-17,8.40530927442868,8.40570729151176,8.395874861229466,8.39705518773247,8.39705518773247,22.709704909146474,0.1793
2021-09-20,8.390257188812344,8.390257188812344,8.367976024899228,8.379936005026918,8.379936005026918,22.312107087125998,0.111
